,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM
929,Kepler-1014 b,Kepler-1014,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,16.57098779,3.658e-05,-3.658e-05,0.0,,,,,2.027,0.318,-0.158,0.0,0.181,0.028,-0.014,0.0,,,,,,,,,,,,,,33.48,1.25,-1.21,0.0,,,,,,,,,0,3.1008,0.0623,-0.0623,0.0,,,,,0.02294235790579521,2e-05,-0.00228,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5285.0,122.0,-122.0,0.0,0.81,0.06,-0.05,0.0,0.91,0.04,-0.05,0.0,-0.06,0.151,-0.15,0.0,[Fe/H],4.58,0.04,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,624.8,6.638,-6.503,14.866,0.172,-0.172,13.37,0.026,-0.026,12.937,0.024,-0.024,12.898,0.033,-0.033,14.6265,0.000347,-0.000347,2019-04-16,2019-03,2019-04-18,2019-03-01,668.7151435757588,0.000526351786277604,1.26,,1.0,1.0,18.32279122983753,0.2069421350535261
930,Kepler-1015 b,Kepler-1015,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,16.00496778,2.522e-05,-2.522e-05,0.0,,,,,2.871,0.155,-0.133,0.0,0.256,0.014,-0.012,0.0,,,,,,,,,,,,,,172.11,7.54,-7.18,0.0,,,,,,,,,0,6.7485,0.0677,-0.0677,0.0,,,,,0.01698129533030088,0.0004,-0.00016,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6390.1,130.95,-191.29,0.0,1.55,0.09,-0.1,0.0,1.28,0.23,-0.16,0.0,-0.073,0.012,-0.012,0.0,[M/H],4.16,0.11,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m01.75s,292.7573088,+43d25m36.64s,43.4268439,739.357,14.788,-14.228,12.825,0.08,-0.08,11.887,0.021,-0.021,11.713,0.021,-0.021,11.684,0.019,-0.019,12.7586,0.000249,-0.000249,2019-04-16,2019-03,2019-04-18,2019-03-01,1006.9231414353321,0.0002883643910948985,1.28,,1.0,1.0,21.70504524172272,0.42876367788963415
931,Kepler-1016 b,Kepler-1016,0,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.95454386,3.96e-06,-3.96e-06,0.0,,,,,2.447,0.381,-0.207,0.0,0.218,0.034,-0.018,0.0,,,,,,,,,,,,,,1445.2,145.61,-129.63,0.0,,,,,,,,,0,2.096,0.0447,-0.0447,0.0,,,,,0.018540349632987528,0.00023,-0.00156,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5643.68,143.33,-143.33,0.0,1.21,0.07,-0.07,0.0,1.0,0.08,-0.07,0.0,0.015,0.015,-0.015,0.0,[M/H],4.28,0.07,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m27.29s,294.613689,+45d59m04.66s,45.9846265,1402.82,59.175,-59.175,15.531,0.092,-0.092,14.179,0.027,-0.027,13.843,0.037,-0.037,13.728,0.047,-0.047,15.3193,0.000434,-0.000434,2019-04-16,2019-03,2019-04-18,2019-03-01,1714.06301525645,0.00034374456451342076,1.26,,1.0,1.0,78.7922193384485,0.60721239134499
932,Kepler-1016 c,Kepler-1016,0,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,105.65357173,0.00048823,-0.00048823,0.0,,,,,4.327,0.287,-0.291,0.0,0.386,0.026,-0.026,0.0,,,,,,,,,,,,,,7.07,0.71,-0.63,0.0,,,,,,,,,0,9.4341,0.128,-0.128,0.0,,,,,0.0327846721953155,0.00091,-0.00043,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5643.68,143.33,-143.33,0.0,1.21,0.07,-0.07,0.0,1.0,0.08,-0.07,0.0,0.015,0.015,-0.015,0.0,[M/H],4.28,0.07,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m27.29s,294.613689,+45d59m04.66s,45.9846265,1402.82,59.175,-59.175,15.531,0.092,-0.092,14.179,0.027,-0.027,13.843,0.037,-0.037,13.728,0.047,-0.047,15.3193,0.000434,-0.000434,2019-04-16,2019-03,2019-04-18,2019-03-01,453.3145401575001,0.0010748347309542934,1.15,,1.0,1.0,9.488144280218016,0.07312040232132541
933,Kepler-1017 b,Kepler-1017,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,7.23404806,1.419e-05,-1.419e-05,0.0,,,,,1.838,0.112,-0.086,0.0,0.164,0.01,-0.008,0.0,,,,,,,,,,,,,,119.6,4.03,-3.89,0.0,,,,,,,,,0,2.4373,0.0526,-0.0526,0.0,,,,,0.019148385210448603,0.00298,-0.0011,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5599.0,122.0,-122.0,0.0,0.88,0.04,-0.04,0.0,0.99,0.04,-0.04,0.0,0.04,0.101,-0.105,0.0,[Fe/H],4.54,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m52.63s,283.469299,+40d07m57.07s,40.1325185,552.058,4.557,-4.484,14.315,0.092,-0.092,12.838,0.022,-0.022,12.475,0.024,-0.024,12.396,0.03,-0.03,14.1153,0.000215,-0.000215,2019-04-16,2019-03,2019-04-18,2019-03-01,919.3430363821435,0.0003666606561677268,1.26,,1.0,1.0,26.44566705831254,0.37636724341775635
934,Kepler-1018 b,Kepler-1018,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,49.10109488,0.00019298,-0.00019298,0.0,,,,,3.007,0.437,-0.182,0.0,0.268,0.039,-0.016,0.0,,,,,,,,,,,,,,12.1,0.78,-0.73,0.0,,,,,,,,,0,6.5894,0.103,-0.103,0.0,,,,,0.02729489167545474,0.00044,-0.00081,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5488.0,122.0,-122.0,0.0,1.01,0.05,-0.05,0.0,0.96,0.04,-0.06,0.0,-0.05,0.154,-0.183,0.0,[Fe/H],4.41,0.04,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,1010.01,25.18,-24.005,15.103,0.058,-0.058,13.838,0.025,-0.025,13.458,0.024,-0.024,13.373,0.043,-0.043,15.0142,0.000356,-0.000356,2019-04-16,2019-03,2019-04-18,2019-03-01,518.4908999753982,0.0007450111115748084,1.28,,1.0,1.0,11.176874225946928,0.10143262293435161
935,Kepler-1019 b,Kepler-1019,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.41122727,6.5e-07,-6.5e-07,0.0,,,,,1.493,0.063,-0.231,0.0,0.133,0.006,-0.021,0.0,,,,,,,,,,,,,,330.25,5.45,-5.39,0.0,,,,,,,,,0,1.6356,0.0142,-0.0142,0.0,,,,,0.01849683441526909,7e-05,-0.00186,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4205.32,80.8,-132.09,0.0,0.74,0.08,-0.04,0.0,0.66,0.1,-0.06,0.0,-0.159,0.035,-0.035,0.0,[M/H],4.51,0.09,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m52.22s,283.7175909,+47d12m15.77s,47.2043818,194.182,0.51,-0.507,13.882,0.069,-0.069,11.767,0.022,-0.022,11.166,0.019,-0.019,11.003,0.017,-0.017,13.5934,0.000539,-0.000539,2019-04-16,2019-03,2019-04-18,2019-03-01,1185.1013763129426,0.00034213288338588304,0.19,,1.0,1.0,58.92612547866948,1.592814418662233
936,Kepler-102 b,Kepler-102,0,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,5.28695437,1.2e-05,-1.2e-05,0.0,0.055205,0.00049,-0.00049,0.0,0.471,0.024,-0.024,0.0,0.042,0.002,-0.002,0.0,1.1,,,1.0,0.00346,,,1.0,Mass,0.0,,,0.0,90.0,9.0,-9.0,0.0,857.0,20.0,-20.0,0.0,89.78,0.22,-0.22,0.0,0,2.591,0.125,-0.125,0.0,16.484826388888887,,,,0.0059973270327248335,0.00016,-0.00038,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,4909.0,98.0,-98.0,0.0,0.72,0.02,-0.02,0.0,0.8,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.6,0.07,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.984,0.023,-0.023,9.446,0.018,-0.018,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2024-02-21,2024-01,2024-02-21,2024-01-01,856.2595401310044,3.596793153745206e-05,0.19,0.30030604029389096,1.0,1.0,2.5801109490734078,0.1492435854112983
937,Kepler-102 c,Kepler-102,0,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,7.07136076,2.2e-05,-2.2e-05,0.0,0.067016,0.00059,-0.00059,0.0,0.554,0.026,-0.026,0.0,0.049,0.002,-0.002,0.0,1.7,,,1.0,0.00535,,,1.0,Mass,0.0,,,0.0,61.0,6.1,-6.1,0.0,777.0,18.0,-18.0,0.0,89.82,0.15,-0.15,0.0,0,3.0309,0.0938,-0.0938,0.0,20.011722222222225,,,,0.007054180841039402,0.00038,-0.00019,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,4909.0,98.0,-98.0,0.0,0.72,0.02,-0.02,0.0,0.8,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.6,0.07,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.984,0.023,-0.023,9.446,0.018,-0.018,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2024-02-21,2024-01,2024-02-21,2024-01-01,776.921705162605,4.976146733808737e-05,0.19,0.28691036341509757,1.0,1.0,2.8198266508578396,0.16310966773095298
938,Kepler-102 d,Kepler-102,0,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,10.31173752,4.1e-06,-4.1e-06,0.0,0.086179,0.00076,-0.00076,0.0,1.34,0.089,-0.089,0.0,0.12,0.008,-0.008,0.0,4.54125,1.92992,-1.92992,0.0,0.01428,0.00607,-0.00607,0.0,Msini,0.0,,,0.0,36.9,3.7,-3.7,0.0,686.0,16.0,-16.0,0.0,89.49,0.11,-0.11,0.0,0,3.4329,0.0312,-0.0312,0.0,25.734006944444445,,,,0.017062459073994223,0.00025,-0.00184,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,4909.0,98.0,-98.0,0.0,0.72,0.02,-0.02,0.0,0.8,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.6,0.07,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.984,0.023,-0.023,9.446,0.018,-0.018,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2024-02-21,2024-01,2024-02-21,2024-01-01,685.1748090866457,0.0002911275096517278,0.19,1.3403832120486372,1.0,1.0,11.84988077125445,0.6854428851726477
939,Kepler-102 e,Kepler-102,0,1,5,Transit,2013,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,16.14569077,2.2e-06,-2.2e-06,0.0,0.116203,0.001,-0.001,0.0,2.414,0.142,-0.142,0.0,0.215,0.013,-0.013,0.0,4.74193,2.05716,-2.05716,0.0,0.01492,0.00647,-0.00647,0.0,Msini,0.0,,,0.0,20.3,2.0,-2.0,0.0,590.0,14.0,-14.0,0.0,89.488,0.051,-0.051,0.0,0,3.8833,0.0405,-0.0405,0.0,34.699506944444444,,,,0.030737892690016453,0.00129,-0.00196,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,4909.0,98.0,-98.0,0.0,0.72,0.02,-0.02,0.0,0.8,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.6,0.07,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.984,0.023,-0.023,9.446,0.018,-0.018,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2024-02-21,2024-01,2024-02-21,2024-01-01,590.0907479769199,0.000944818047022967,1.26,42.862847223067895,1.0,1.0,24.80823411914236,1.4350041067006716
940,Kepler-102 f,Kepler-102,0,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,27.4537294,6e-05,-6e-05,0.0,0.165544,0.0015,-0.0015,0.0,0.753,0.033,-0.033,0.0,0.067,0.003,-0.003,0.0,4.3,,,1.0,0.01353,,,1.0,Mass,0.0,,,0.0,10.0,1.0,-1.0,0.0,495.0,11.0,-11.0,0.0,89.32,0.037,-0.037,0.0,0,3.884,0.0877,-0.0877,0.0,49.433277777777775,,,,0.009588083345311678,0.00051,-0.0002,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,4909.0,98.0,-98.0,0.0,0.72,0.02,-0.02,0.0,0.8,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.6,0.07,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.984,0.023,-0.023,9.446,0.018,-0.018,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2024-02-21,2024-01,2024-02-21,2024-01-01,494.3616759908205,9.193134223664317e-05,0.19,0.18123825707912464,1.0,1.0,1.3301371506350452,0.07694027170453062
941,Kepler-1020 b,Kepler-1020,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,96.91512125,0.00025029,-0.00025029,0.0,,,,,2.27,0.286,-0.131,0.0,0.203,0.026,-0.012,0.0,,,,,,,,,,,,,,2.34,0.07,-0.06,0.0,,,,,,,,,0,6.1574,0.0965,-0.0965,0.0,,,,,0.028508365477955582,0.00059,-0.0008,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5238.53,111.09,-111.09,0.0,0.73,0.03,-0.03,0.0,0.89,0.03,-0.03,0.0,-0.147,0.012,-0.012,0.0,[M/H],4.65,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m41.39s,292.672471,+46d22m38.20s,46.3772776,415.358,4.106,-4.106,14.211,0.137,-0.137,12.654,0.021,-0.021,12.213,0.018,-0.018,12.15,0.021,-0.021,13.9833,0.000253,-0.000253,2019-04-16,2019-03,2019-04-18,2019-03-01,343.8339529868326,0.0008127269022246896,1.26,,1.0,1.0,2.2674763927597574,0.0361409917893207
942,Kepler-1021 b,Kepler-1021,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,13.47479502,2.65e-05,-2.65e-05,0.0,,,,,2.239,0.202,-0.174,0.0,0.2,0.018,-0.016,0.0,,,,,,,,,,,,,,50.37,3.06,-2.87,0.0,,,,,,,,,0,2.9177,0.0626,-0.0626,0.0,,,,,0.023868490996185873,0.00086,-0.0005,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5283.0,123.0,-123.0,0.0,0.86,0.07,-0.06,0.0,0.91,0.05,-0.05,0.0,-0.05,0.147,-0.17,0.0,[Fe/H],4.53,0.05,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m49.18s,295.2048999,+42d33m34.81s,42.5596699,810.082,19.673,-18.777,15.207,0.08,-0.08,13.833,0.023,-0.023,13.412,0.028,-0.028,13.332,0.038,-0.038,15.1734,0.000678,-0.000678,2019-04-16,2019-03,2019-04-18,2019-03-01,740.6069506750875,0.0005697048624350061,1.26,,1.0,1.0,26.156189102874364,0.24189771207907956
943,Kepler-1022 b,Kepler-1022,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,10.99470868,1.883e-05,-1.883e-05,0.0,,,,,1.86,0.147,-0.149,0.0,0.166,0.013,-0.013,0.0,,,,,,,,,,,,,,19.26,0.65,-0.63,0.0,,,,,,,,,0,1.8699,0.0478,-0.0478,0.0,,,,,0.02507687136950511,0.0001,-0.00347,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4283.0,122.0,-122.0,0.0,0.68,0.05,-0.04,0.0,0.67,0.03,-0.04,0.0,0.06,0.157,-0.175,0.0,[Fe/H],4.6,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m24.49s,289.3520595,+46d58m25.08s,46.9736345,420.042,5.664,-5.519,15.758,0.08,-0.08,13.54,0.023,-0.023,12.907,0.018,-0.018,12.821,0.022,-0.022,15.3772,0.000473,-0.000473,2019-04-16,2019-03,2019-04-18,2019-03-01,582.383237837764,0.0006288494776827051,1.26,,1.0,1.0,18.724310255868062,0.21911046515005972
944,Kepler-1023 b,Kepler-1023,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,62.13839425,0.00017854,-0.00017854,0.0,,,,,2.936,0.349,-0.273,0.0,0.262,0.031,-0.024,0.0,,,,,,,,,,,,,,6.98,0.32,-0.3,0.0,,,,,,,,,0,4.3521,0.0878,-0.0878,0.0,,,,,0.028038458866369607,0.00057,-0.00094,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5268.0,122.0,-122.0,0.0,0.96,0.04,-0.04,0.0,0.9,0.04,-0.04,0.0,0.05,0.155,-0.161,0.0,[Fe/H],4.43,0.04,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m07.13s,289.0297232,+49d46m10.93s,49.7697034,694.175,12.345,-11.928,14.7121,0.0459,-0.0459,13.243,0.027,-0.027,12.897,0.029,-0.029,12.762,0.03,-0.03,14.502,0.000257,-0.000257,2019-04-16,2019-03,2019-04-18,2019-03-01,451.86494588007884,0.0007861551756011004,1.28,,1.0,1.0,7.436358831907121,0.08941649252389207
945,Kepler-1024 b,Kepler-1024,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,66.41641966,0.00036306,-0.00036306,0.0,,,,,3.691,0.354,-0.335,0.0,0.329,0.032,-0.03,0.0,,,,,,,,,,,,,,5.45,0.65,-0.56,0.0,,,,,,,,,0,7.067,0.137,-0.137,0.0,,,,,0.04177614357685749,0.00168,-0.00073,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5242.74,186.97,-186.97,0.0,0.81,0.08,-0.07,0.0,0.9,0.04,-0.05,0.0,-0.162,0.176,-0.176,0.0,[M/H],4.58,0.04,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m48.25s,291.9510277,+38d15m05.91s,38.2516419,1087.4,50.46,-50.46,16.272,0.24,-0.24,14.589,0.036,-0.036,14.053,0.041,-0.041,14.05,0.067,-0.067,16.0064,0.000611,-0.000611,2019-04-16,2019-03,2019-04-18,2019-03-01,424.76030256675676,0.001745246172154211,1.28,,1.0,1.0,12.918298107790616,0.08583464088089639
