,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM
2121,Kepler-19 b,Kepler-19,0,1,3,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,9.28696883,0.0,0.0,0.0,0.083577,0.0012,-0.0012,0.0,2.301,0.058,-0.058,0.0,0.205,0.005,-0.005,0.0,7.39828,2.10948,-2.10948,0.0,0.02328,0.00664,-0.00664,0.0,Msini,0.0,0.02,-0.02,0.0,87.6,6.0,-6.0,0.0,851.0,14.0,-14.0,0.0,89.94,0.06,-0.44,0.0,1,3.6462,0.0124,-0.0124,0.0,21.59,0.15,-0.37,0.0,0.024529431791971285,0.00028,-0.0001,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,5541.0,60.0,-60.0,0.0,0.86,0.02,-0.02,0.0,0.9,0.02,-0.02,0.0,-0.13,0.06,-0.06,0.0,[Fe/H],4.51,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.562,0.975,-0.966,12.035,0.026,-0.026,10.719,0.02,-0.02,10.375,0.016,-0.016,10.318,0.019,-0.019,11.8763,0.000173,-0.000173,2024-02-21,2024-01,2024-02-21,2024-01-01,850.4931546424791,0.0006016930240369716,1.26,17.13418916220136,1.0,1.0,36.75707863690592,1.3620663996511597
2122,Kepler-190 b,Kepler-190,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.01998259,2.15e-06,-2.15e-06,0.0,0.03,,,0.0,1.399,0.283,-0.074,0.0,0.125,0.025,-0.007,0.0,,,,,,,,,,,,,,417.24,8.12,-7.99,0.0,,,,,,,,,0,2.0902,0.0318,-0.0318,0.0,8.376623376623376,,,,0.016656981756205558,0.00051,-0.00023,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5088.0,122.0,-122.0,0.0,0.77,0.03,-0.03,0.0,0.85,0.03,-0.03,0.0,0.02,0.104,-0.109,0.0,[Fe/H],4.59,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.387,2.767,-2.733,14.336,0.069,-0.069,12.728,0.022,-0.022,12.279,0.019,-0.019,12.231,0.016,-0.016,14.1175,0.000246,-0.000246,2019-04-16,2019-03,2019-04-18,2019-03-01,1256.4386285842845,0.00027745504122656477,0.19,,1.0,1.0,42.256644879680344,0.6488619447585932
2123,Kepler-190 c,Kepler-190,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.76303652,5.48e-06,-5.48e-06,0.0,0.045,,,0.0,1.565,0.169,-0.177,0.0,0.14,0.015,-0.016,0.0,,,,,,,,,,,,,,181.7,3.54,-3.48,0.0,,,,,,,,,0,1.8375,0.0414,-0.0414,0.0,12.564935064935066,,,,0.018633435631495138,0.00064,-0.00044,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5088.0,122.0,-122.0,0.0,0.77,0.03,-0.03,0.0,0.85,0.03,-0.03,0.0,0.02,0.104,-0.109,0.0,[Fe/H],4.59,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.387,2.767,-2.733,14.336,0.069,-0.069,12.728,0.022,-0.022,12.279,0.019,-0.019,12.231,0.016,-0.016,14.1175,0.000246,-0.000246,2019-04-16,2019-03,2019-04-18,2019-03-01,1020.6657174385845,0.0003472049234330726,1.26,,1.0,1.0,35.16611242468556,0.5399849458576658
2124,Kepler-1900 b,Kepler-1900,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.9862299,,,0.0,,,,,1.623,,,0.0,0.145,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.0143071951603808,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6173.0,193.0,-236.0,0.0,1.04,0.34,-0.11,0.0,1.1,0.15,-0.15,0.0,-0.04,0.25,-0.3,0.0,[Fe/H],4.45,0.06,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m32.72s,291.8863206,+44d28m44.51s,44.4790319,1540.43,84.63,-76.4,15.502,0.103,-0.103,14.177,0.029,-0.029,13.837,0.035,-0.035,13.815,0.058,-0.058,15.2816,0.00049,-0.00049,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.0002046958333572238,1.26,,1.0,1.0,,
2125,Kepler-1901 b,Kepler-1901,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.48412991,,,0.0,,,,,1.474,,,0.0,0.132,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.014688551724568935,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5696.0,77.0,-77.0,0.0,0.92,0.14,-0.04,0.0,1.02,0.05,-0.07,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.52,0.02,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m39.45s,291.1643587,+45d19m05.90s,45.3183061,1028.37,25.8,-24.58,15.097,0.103,-0.103,13.756,0.024,-0.024,13.481,0.027,-0.027,13.31,0.027,-0.027,14.9006,0.000364,-0.000364,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.00021575355176533704,0.19,,1.0,1.0,,
2126,Kepler-1902 b,Kepler-1902,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.82222009,,,0.0,,,,,1.176,,,0.0,0.105,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.021140072208270976,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3729.0,75.0,-67.0,0.0,0.51,0.03,-0.04,0.0,0.52,0.04,-0.03,0.0,0.06,0.15,-0.15,0.0,[Fe/H],4.73,0.04,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m57.04s,292.7376545,+42d00m53.21s,42.0147792,344.337,6.478,-6.247,16.113,0.126,-0.126,13.463,0.025,-0.025,12.79,0.027,-0.027,12.677,0.028,-0.028,15.662,0.00061,-0.00061,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.0004469026529709109,0.19,,1.0,1.0,,
2127,Kepler-1903 b,Kepler-1903,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,17.0678997,,,0.0,,,,,2.286,,,0.0,0.204,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.020957793014230272,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6347.0,170.0,-207.0,0.0,1.0,0.32,-0.11,0.0,1.05,0.15,-0.15,0.0,-0.34,0.25,-0.3,0.0,[Fe/H],4.46,0.05,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m33.19s,290.8882981,+51d14m53.38s,51.2481617,1775.44,79.1,-72.76,15.456,0.137,-0.137,14.315,0.027,-0.027,14.049,0.049,-0.049,13.98,0.048,-0.048,15.3413,0.000417,-0.000417,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.0004392290880273192,1.26,,1.0,1.0,,
2128,Kepler-1904 b,Kepler-1904,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.57702017,,,0.0,,,,,1.39,,,0.0,0.124,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.02548672991231853,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3805.0,61.0,-76.0,0.0,0.5,0.03,-0.03,0.0,0.53,0.02,-0.03,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.77,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m29.86s,288.8744026,+51d09m15.20s,51.1542215,270.854,2.2715,-2.2715,16.367,1.133,-1.133,13.523,0.024,-0.024,12.922,0.032,-0.032,12.752,0.028,-0.028,15.7421,0.000613,-0.000613,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.0006495734016234721,0.19,,1.0,1.0,,
2129,Kepler-1905 b,Kepler-1905,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.42392993,,,0.0,,,,,1.446,,,0.0,0.129,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.0131255115938502,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5788.0,78.0,-86.0,0.0,1.01,0.16,-0.07,0.0,1.04,0.06,-0.07,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.44,0.05,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m17.60s,292.5733475,+46d22m00.58s,46.3668273,1051.53,32.45,-32.45,15.086,0.103,-0.103,13.862,0.024,-0.024,13.488,0.018,-0.018,13.487,0.045,-0.045,14.9902,0.000439,-0.000439,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.000172279054600296,0.19,,1.0,1.0,,
2130,Kepler-1906 b,Kepler-1906,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.36268997,,,0.0,,,,,2.776,,,0.0,0.248,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.028595571189312195,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5868.0,140.0,-175.0,0.0,0.89,0.23,-0.08,0.0,0.99,0.1,-0.12,0.0,-0.12,0.3,-0.3,0.0,[Fe/H],4.53,0.04,-0.18,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m18.39s,293.8266166,+38d51m23.73s,38.8565906,1360.63,51.75,-48.14,15.322,0.126,-0.126,13.806,0.026,-0.026,13.475,0.027,-0.027,13.41,0.039,-0.039,14.9602,0.000295,-0.000295,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.0008177066916430217,1.28,,1.0,1.0,,
2131,Kepler-1907 b,Kepler-1907,1,1,2,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.65245008,,,0.0,,,,,0.87,,,0.0,0.078,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.009970078697714532,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5159.0,153.0,-153.0,0.0,0.8,0.09,-0.09,0.0,0.75,0.11,-0.06,0.0,-0.16,0.3,-0.3,0.0,[Fe/H],4.51,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.111,1.333,-1.322,13.989,0.16,-0.16,12.268,0.023,-0.023,11.809,0.02,-0.02,11.726,0.011,-0.011,13.7309,0.000235,-0.000235,2021-12-05,2022-02,2021-12-05,2022-02-01,,9.94024692386211e-05,0.19,,1.0,1.0,,
2132,Kepler-1907 c,Kepler-1907,1,1,2,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,14.86390018,,,0.0,,,,,1.155,,,0.0,0.103,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.013236138960758948,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5159.0,153.0,-153.0,0.0,0.8,0.09,-0.09,0.0,0.75,0.11,-0.06,0.0,-0.16,0.3,-0.3,0.0,[Fe/H],4.51,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.111,1.333,-1.322,13.989,0.16,-0.16,12.268,0.023,-0.023,11.809,0.02,-0.02,11.726,0.011,-0.011,13.7309,0.000235,-0.000235,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.00017519537458852096,0.19,,1.0,1.0,,
2133,Kepler-1909 b,Kepler-1909,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.39160991,,,0.0,,,,,1.092,,,0.0,0.097,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.014509179993875423,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4935.0,147.0,-133.0,0.0,0.69,0.06,-0.07,0.0,0.66,0.09,-0.04,0.0,-0.42,0.35,-0.3,0.0,[Fe/H],4.59,0.07,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m33.46s,290.889409,+42d27m34.65s,42.4596251,763.662,17.9405,-17.9405,15.933,0.263,-0.263,14.223,0.027,-0.027,13.649,0.028,-0.028,13.558,0.037,-0.037,15.7907,0.000477,-0.000477,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.00021051630409467484,0.19,,1.0,1.0,,
2134,Kepler-191 b,Kepler-191,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,9.93951745,4.789e-05,-4.789e-05,0.0,0.087,,,0.0,1.4,0.12,-0.09,0.0,0.125,0.011,-0.008,0.0,,,,,,,,,,,,,,50.727976767852105,,,,,,,,,,,,0,3.2315,0.12,-0.12,0.0,23.98076923076923,,,,0.016455184411199933,0.0008,-0.00048,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5144.15,59.85,-59.85,0.0,0.78,0.05,-0.04,0.0,0.87,0.04,-0.05,0.0,0.13,0.058,-0.058,0.0,[M/H],4.59,0.03,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.464,7.885,-7.885,14.987,0.092,-0.092,13.42,0.039,-0.039,12.959,0.046,-0.046,12.883,0.04,-0.04,14.7758,0.000578,-0.000578,2019-04-16,2019-03,2019-04-18,2019-03-01,742.791749299078,0.0002707730940065973,0.19,,1.0,1.0,12.932434386286007,0.1470745661137316
2135,Kepler-191 c,Kepler-191,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,17.73851385,3.743e-05,-3.743e-05,0.0,0.128,,,0.0,2.19,0.25,-0.25,0.0,0.195,0.022,-0.022,0.0,,,,,,,,,,,,,,23.435062021232454,,,,,,,,,,,,0,3.1573,0.103,-0.103,0.0,35.282051282051285,,,,0.02574060990037704,0.00245,-0.00239,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5144.15,59.85,-59.85,0.0,0.78,0.05,-0.04,0.0,0.87,0.04,-0.05,0.0,0.13,0.058,-0.058,0.0,[M/H],4.59,0.03,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.464,7.885,-7.885,14.987,0.092,-0.092,13.42,0.039,-0.039,12.959,0.046,-0.046,12.883,0.04,-0.04,14.7758,0.000578,-0.000578,2019-04-16,2019-03,2019-04-18,2019-03-01,612.3810069740732,0.0006625789980433885,1.26,,1.0,1.0,18.42791138745631,0.20957207210473075
